filename,firstLineQuartile,multiplicador,nQuartile,periodBB,secondLineQuartile,stopLoss,tradeReversion,tradeTrend,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
1_result,0,3,6,9,1,1,0,1,108.9041019821482,0.1943718565585643,-79147.86826523427,-1.5512683036863186,0.4612389884311038,37,0.1621621621621621
0_result,0,3,5,9,1,1,0,1,116.99389249452908,0.306890528804568,-99826.12385104742,-1.9413211992611157,0.4183233739613465,42,0.238095238095238
2_result,0,3,7,9,1,1,0,1,82.67842734615189,-1.4012556776351373,-81578.92484998048,-3.8412696146500807,0.2097670477245033,30,0.1
