atrDist,atrPeriod,periodHilo,periodMe1,periodMe2,periodSignal,stopLoss,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
3,63,21,12,26,9,0,28.819119163453703,0.540294864384034,229951.2793101875,1.5976793590898228,1.7061757259508605,112,0.39285714285714285
