atrDist,atrPeriod,periodHilo,periodMe1,periodMe2,periodSignal,stopLoss,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
3,63,20,12,26,9,0,27.58601355695385,0.5661263242515041,242501.68708631158,1.6981642906570347,1.7463588839028819,113,0.39823008849557523
