atrDist,atrPeriod,periodHilo,periodMe1,periodMe2,periodSignal,stopLoss,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
3,63,33,12,26,9,0,30.090806488956094,0.7676284402659104,264071.6624468269,1.6693365734996224,1.9058018090906752,89,0.4044943820224719
