atrDist,atrPeriod,periodHilo,periodMe1,periodMe2,periodSignal,stopLoss,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
3,63,26,12,26,9,0,26.79530284926137,0.6244070613387283,217917.255217758,1.506962593659985,1.6594109999730942,106,0.3867924528301887
