,firstLineQuartile,multiplicador,nQuartile,periodBB,secondLineQuartile,stopLoss,tradeReversion,tradeTrend,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
0,0.0,3.0,5.0,9.0,1.0,1.0,0.0,1.0,,,,,,,
1,,,,,,,,,116.99389249452908,0.306890528804568,-99826.12385104742,-1.9413211992611155,0.41832337396134656,42.0,0.23809523809523808
