alvo,bars,stop_loss,AnnualReturn_2023,DrawDown_len,DrawDown_drawdown,DrawDown_moneydown,DrawDown_max_len,DrawDown_max_drawdown,DrawDown_max_moneydown,PeriodStats_average,PeriodStats_stddev,PeriodStats_positive,PeriodStats_negative,PeriodStats_nochange,PeriodStats_best,PeriodStats_worst,Returns_rtot,Returns_ravg,Returns_rnorm,Returns_rnorm100,SQN_sqn,SQN_trades,SharpeRatio_sharperatio,SharpeRatio_A_sharperatio,TimeDrawDown_maxdrawdown,TimeDrawDown_maxdrawdownperiod,TradeAnalyzer_total_total,TradeAnalyzer_total_open,TradeAnalyzer_total_closed,TradeAnalyzer_streak_won_current,TradeAnalyzer_streak_won_longest,TradeAnalyzer_streak_lost_current,TradeAnalyzer_streak_lost_longest,TradeAnalyzer_pnl_gross_total,TradeAnalyzer_pnl_gross_average,TradeAnalyzer_pnl_net_total,TradeAnalyzer_pnl_net_average,TradeAnalyzer_won_total,TradeAnalyzer_won_pnl_total,TradeAnalyzer_won_pnl_average,TradeAnalyzer_won_pnl_max,TradeAnalyzer_lost_total,TradeAnalyzer_lost_pnl_total,TradeAnalyzer_lost_pnl_average,TradeAnalyzer_lost_pnl_max,TradeAnalyzer_long_total,TradeAnalyzer_long_pnl_total,TradeAnalyzer_long_pnl_average,TradeAnalyzer_long_pnl_won_total,TradeAnalyzer_long_pnl_won_average,TradeAnalyzer_long_pnl_won_max,TradeAnalyzer_long_pnl_lost_total,TradeAnalyzer_long_pnl_lost_average,TradeAnalyzer_long_pnl_lost_max,TradeAnalyzer_long_won,TradeAnalyzer_long_lost,TradeAnalyzer_short_total,TradeAnalyzer_short_pnl_total,TradeAnalyzer_short_pnl_average,TradeAnalyzer_short_pnl_won_total,TradeAnalyzer_short_pnl_won_average,TradeAnalyzer_short_pnl_won_max,TradeAnalyzer_short_pnl_lost_total,TradeAnalyzer_short_pnl_lost_average,TradeAnalyzer_short_pnl_lost_max,TradeAnalyzer_short_won,TradeAnalyzer_short_lost,TradeAnalyzer_len_total,TradeAnalyzer_len_average,TradeAnalyzer_len_max,TradeAnalyzer_len_min,TradeAnalyzer_len_won_total,TradeAnalyzer_len_won_average,TradeAnalyzer_len_won_max,TradeAnalyzer_len_won_min,TradeAnalyzer_len_lost_total,TradeAnalyzer_len_lost_average,TradeAnalyzer_len_lost_max,TradeAnalyzer_len_lost_min,TradeAnalyzer_len_long_total,TradeAnalyzer_len_long_average,TradeAnalyzer_len_long_max,TradeAnalyzer_len_long_min,TradeAnalyzer_len_long_won_total,TradeAnalyzer_len_long_won_average,TradeAnalyzer_len_long_won_max,TradeAnalyzer_len_long_won_min,TradeAnalyzer_len_long_lost_total,TradeAnalyzer_len_long_lost_average,TradeAnalyzer_len_long_lost_max,TradeAnalyzer_len_long_lost_min,TradeAnalyzer_len_short_total,TradeAnalyzer_len_short_average,TradeAnalyzer_len_short_max,TradeAnalyzer_len_short_min,TradeAnalyzer_len_short_won_total,TradeAnalyzer_len_short_won_average,TradeAnalyzer_len_short_won_max,TradeAnalyzer_len_short_won_min,TradeAnalyzer_len_short_lost_total,TradeAnalyzer_len_short_lost_average,TradeAnalyzer_len_short_lost_max,TradeAnalyzer_len_short_lost_min,VWR_vwr
5,3,1,-0.08737138244999065,594329,8.774741945984013,8778.358957099088,594329,8.780245903513542,8783.865183399103,-0.08737138244999065,0.0,0,1,0,-0.08737138244999065,-0.08737138244999065,-0.0914262527183764,-9.069165035053705e-06,-9.069123910300812e-06,-0.0009069123910300812,-4.420101876157348,6586,,,8.780245903513542,10064,6587,1,6586,0,8,3,16,6323.999999999869,0.9602186456118842,-8736.319167600126,-1.326498507075634,2429,33458.52449940035,13.774608686455476,300.6712348,4157,-42194.84366700046,-10.15031120206891,-484.2391306,3059,-3381.303234500183,-1.1053622865316062,5688.87923430011,5.214371433822282,36.75254639999782,-9070.182468800314,-4.608832555284713,-29.505343700003635,1091,1968,3527,-5355.015933099946,-1.5182920139211642,27769.645265100222,20.75459287376698,300.6712348,-33124.66119820014,-15.132325810050316,-484.2391306,1338,2189,6164,0.9359246887336775,18,1,2730,1.1239193083573487,18,1,3434,0.82607649747414,17,1,2155,0.7044785877737822,18,1,982,0.9000916590284143,18,1,1173,0.5960365853658537,17,1,4009,1.1366600510348739,10,1,1748,1.3064275037369208,10,1,2261,1.0328917313841937,7,1,-0.0005217493599098656
