open_time,open,high,low,close,volume
2017-08-17,4261.48000000,4485.39000000,4200.74000000,4285.08000000,795.150377
2017-08-18,4285.08000000,4371.52000000,3938.77000000,4108.37000000,1199.888264
2017-08-19,4108.37000000,4184.69000000,3850.00000000,4139.98000000,381.309763
2017-08-20,4120.98000000,4211.08000000,4032.62000000,4086.29000000,467.083022
2017-08-21,4069.13000000,4119.62000000,3911.79000000,4016.00000000,691.74306
2017-08-22,4016.00000000,4104.82000000,3400.00000000,4040.00000000,966.684858
2017-08-23,4040.00000000,4265.80000000,4013.89000000,4114.01000000,1001.136565
2017-08-24,4147.00000000,4371.68000000,4085.01000000,4316.01000000,787.418753
2017-08-25,4316.01000000,4453.91000000,4247.48000000,4280.68000000,573.61274
2017-08-26,4280.71000000,4367.00000000,4212.41000000,4337.44000000,228.108068
2017-08-27,4332.51000000,4400.00000000,4285.54000000,4310.01000000,350.692585
2017-08-28,4310.01000000,4399.82000000,4124.54000000,4386.69000000,603.841616
2017-08-29,4353.65000000,4625.85000000,4313.55000000,4587.48000000,603.545028
2017-08-30,4564.52000000,4647.51000000,4416.01000000,4555.14000000,808.468771
2017-08-31,4555.14000000,4745.42000000,4555.14000000,4724.89000000,556.956802
2017-09-01,4689.89000000,4885.55000000,4654.88000000,4834.91000000,577.350634
2017-09-02,4796.16000000,4939.19000000,4286.87000000,4472.14000000,929.148595
2017-09-03,4508.50000000,4714.76000000,4298.33000000,4509.08000000,691.216198
2017-09-04,4505.00000000,4527.49000000,3972.51000000,4100.11000000,1394.644614
2017-09-05,4106.97000000,4484.99000000,3603.00000000,4366.47000000,1228.938157
2017-09-06,4366.49000000,4662.87000000,4335.26000000,4619.77000000,807.363726
2017-09-07,4619.77000000,4788.59000000,4438.19000000,4691.61000000,500.429975
2017-09-08,4691.66000000,4735.39000000,4028.93000000,4282.80000000,1132.255046
2017-09-09,4282.80000000,4426.62000000,4150.06000000,4258.81000000,658.782952
2017-09-10,4258.81000000,4283.00000000,3801.00000000,4130.37000000,660.373275
2017-09-11,4153.62000000,4334.43000000,4098.91000000,4208.47000000,699.989065
2017-09-12,4208.60000000,4394.59000000,4040.80000000,4163.72000000,879.630319
2017-09-13,4159.72000000,4165.38000000,3760.00000000,3944.69000000,913.462545
2017-09-14,3944.00000000,3993.00000000,3165.13000000,3189.02000000,1665.021543
2017-09-15,3188.01000000,3856.00000000,2817.00000000,3700.00000000,1968.8664919999999
2017-09-16,3674.01000000,3950.00000000,3470.66000000,3714.95000000,1297.5639529999999
2017-09-17,3685.23000000,3748.21000000,3499.02000000,3699.99000000,682.17121
2017-09-18,3690.00000000,4123.20000000,3690.00000000,4035.01000000,1030.006455
2017-09-19,4060.00000000,4089.97000000,3830.91000000,3910.04000000,902.332129
2017-09-20,3910.04000000,4046.08000000,3820.00000000,3900.00000000,720.935076
2017-09-21,3889.99000000,3910.00000000,3567.00000000,3609.99000000,1001.654084
2017-09-22,3592.84000000,3750.00000000,3505.55000000,3595.87000000,838.966425
2017-09-23,3595.88000000,3817.19000000,3542.91000000,3780.00000000,752.792791
2017-09-24,3779.54000000,3789.99000000,3622.76000000,3660.02000000,661.63639
2017-09-25,3660.02000000,3979.87000000,3653.69000000,3920.75000000,727.994713
2017-09-26,3928.00000000,3976.99000000,3850.05000000,3882.35000000,526.727987
2017-09-27,3882.36000000,4249.94000000,3872.81000000,4193.00000000,628.170966
2017-09-28,4192.11000000,4300.00000000,4101.00000000,4174.50000000,849.785325
2017-09-29,4178.98000000,4263.86000000,3952.01000000,4174.69000000,1602.309565
2017-09-30,4175.00000000,4380.00000000,4138.10000000,4378.51000000,720.353183
2017-10-01,4378.49000000,4406.52000000,4240.04000000,4378.48000000,726.963685
2017-10-02,4400.00000000,4561.63000000,4360.00000000,4380.00000000,655.756974
2017-10-03,4380.00000000,4467.33000000,4180.80000000,4310.00000000,1082.323563
2017-10-04,4314.90000000,4373.00000000,4142.00000000,4208.59000000,868.465101
2017-10-05,4208.59000000,4355.00000000,4110.00000000,4292.43000000,779.138638
2017-10-06,4318.99000000,4417.00000000,4292.00000000,4369.00000000,506.529176
2017-10-07,4369.00000000,4479.50000000,4312.56000000,4423.00000000,297.59749999999997
2017-10-08,4425.00000000,4658.00000000,4425.00000000,4640.00000000,518.462004
2017-10-09,4640.00000000,4889.98000000,4550.00000000,4786.95000000,646.463145
2017-10-10,4786.95000000,4960.00000000,4680.59000000,4783.06000000,1043.221773
2017-10-11,4783.06000000,4881.61000000,4710.00000000,4821.43000000,810.478868
2017-10-12,4821.43000000,5439.99000000,4810.16000000,5430.00000000,1276.701482
2017-10-13,5439.99000000,5846.17000000,5379.84000000,5649.98000000,1879.82762
2017-10-14,5650.00000000,5900.00000000,5580.01000000,5869.99000000,970.759046
2017-10-15,5855.03000000,5922.30000000,5400.01000000,5709.99000000,1343.523375
2017-10-16,5710.00000000,5788.91000000,5585.19000000,5760.02000000,1528.996462
2017-10-17,5760.00000000,5774.98000000,5508.63000000,5595.00000000,1429.869376
2017-10-18,5595.00000000,5596.00000000,5037.95000000,5512.06000000,2317.804373
2017-10-19,5513.00000000,5710.00000000,5490.26000000,5683.90000000,1881.722107
2017-10-20,5683.31000000,6110.00000000,5600.00000000,6010.01000000,1972.97722
2017-10-21,6013.72000000,6171.00000000,5850.03000000,6024.97000000,1664.307693
2017-10-22,6003.27000000,6060.00000000,5720.03000000,5950.02000000,1362.092216
2017-10-23,5975.00000000,6080.00000000,5621.03000000,5915.93000000,1812.557715
2017-10-24,5909.47000000,5925.00000000,5450.00000000,5477.03000000,2580.418767
2017-10-25,5506.92000000,5704.96000000,5286.98000000,5689.99000000,2282.813205
2017-10-26,5670.10000000,5939.99000000,5650.00000000,5861.77000000,1972.965882
2017-10-27,5861.77000000,5980.00000000,5649.24000000,5768.83000000,1403.706416
2017-10-28,5768.79000000,5850.02000000,5630.03000000,5719.64000000,1276.754412
2017-10-29,5709.98000000,6189.88000000,5648.01000000,6169.98000000,1804.778173
2017-10-30,6133.01000000,6248.68000000,6030.00000000,6120.50000000,1473.687043
2017-10-31,6120.52000000,6498.01000000,6100.00000000,6463.00000000,1511.774925
2017-11-01,6463.00000000,6774.67000000,6338.02000000,6753.98000000,1675.615188
2017-11-02,6753.98000000,7300.00000000,6685.10000000,7019.98000000,2503.610803
2017-11-03,7010.31000000,7346.34000000,6923.00000000,7115.04000000,1891.497592
2017-11-04,7115.02000000,7480.99000000,6901.00000000,7357.09000000,1399.191767
2017-11-05,7357.27000000,7590.25000000,7279.02000000,7345.01000000,1207.83233
2017-11-06,7345.10000000,7401.00000000,6906.00000000,6960.12000000,1763.019261
2017-11-07,6981.72000000,7198.49000000,6901.00000000,7064.04000000,1440.259494
2017-11-08,7070.00000000,7770.02000000,6651.00000000,7303.00000000,2822.298802
2017-11-09,7303.01000000,7392.00000000,7015.00000000,7079.99000000,1913.398308
2017-11-10,7079.00000000,7279.91000000,6255.01000000,6506.98000000,3254.704105
2017-11-11,6503.00000000,6797.98000000,6100.00000000,6245.05000000,2754.156861
2017-11-12,6245.05000000,6630.00000000,5325.01000000,5811.03000000,4968.483069
2017-11-13,5839.94000000,6697.47000000,5699.99000000,6465.99000000,2621.243039
2017-11-14,6465.99000000,6684.98000000,6311.07000000,6574.99000000,1254.292531
2017-11-15,6575.99000000,7298.00000000,6575.99000000,7240.06000000,1779.605845
2017-11-16,7240.14000000,7940.00000000,7076.00000000,7864.50000000,2331.95675
2017-11-17,7876.98000000,7989.00000000,7451.00000000,7699.19000000,3982.3959250000003
2017-11-18,7680.01000000,7819.99000000,7422.00000000,7761.94000000,3954.266477
2017-11-19,7761.94000000,8123.15000000,7650.33000000,8038.00000000,3867.340444
2017-11-20,8057.11000000,8319.99000000,7954.00000000,8212.00000000,4066.4905289999997
2017-11-21,8212.49000000,8400.00000000,7801.00000000,8119.51000000,4544.474016
2017-11-22,8091.09000000,8322.68000000,8091.09000000,8205.92000000,3545.00571
2017-11-23,8233.03000000,8260.00000000,8000.00000000,8019.99000000,4093.952687
2017-11-24,8019.97000000,8369.00000000,7850.00000000,8138.00000000,4411.789112
2017-11-25,8138.99000000,8734.78000000,8090.00000000,8700.01000000,4292.623682
2017-11-26,8700.04000000,9350.00000000,8604.72000000,9128.02000000,4147.380237
2017-11-27,9128.00000000,9654.28000000,9112.04000000,9650.00000000,4521.625707
2017-11-28,9650.00000000,9939.00000000,9570.50000000,9896.80000000,4917.210985
2017-11-29,9896.79000000,9967.00000000,10104.09000000,9687.88000000,13352.538715
2017-11-30,9687.88000000,9999.98000000,10033.46000000,9838.96000000,9389.574329
2017-12-01,9837.00000000,9989.19000000,10120.33000000,10782.99000000,6134.923633
2017-12-02,10775.04000000,11190.00000000,10620.00000000,10890.01000000,4765.439757
2017-12-03,10902.69000000,11825.00000000,10500.00000000,11165.41000000,5346.636524
2017-12-04,11165.41000000,11600.00000000,10802.00000000,11579.00000000,4663.424562
2017-12-05,11571.03000000,11853.00000000,11447.68000000,11699.99000000,5550.732055
2017-12-06,11699.99000000,13615.23000000,11665.58000000,13550.05000000,6707.946319
2017-12-07,13541.01000000,16649.96000000,13050.00000000,16599.00000000,7487.065695
2017-12-08,16599.00000000,17204.99000000,14015.00000000,15880.00000000,17589.013136
2017-12-09,15880.01000000,16269.30000000,12535.00000000,14656.07000000,13918.758687
2017-12-10,14664.01000000,15720.12000000,12368.00000000,14899.98000000,16553.037173
2017-12-11,14946.26000000,17470.00000000,14901.08000000,16587.97000000,11820.401762
2017-12-12,16587.97000000,16976.45000000,15875.00000000,16349.99000000,9436.802411
2017-12-13,16349.99000000,16546.00000000,14666.56000000,16033.29000000,12416.328801
2017-12-14,16030.34000000,16445.00000000,15450.00000000,16334.98000000,11616.867151
2017-12-15,16334.98000000,17991.00000000,16298.45000000,17539.83000000,9181.273947
2017-12-16,17516.81000000,19539.00000000,17190.01000000,19102.66000000,4202.628709
2017-12-17,19120.19000000,19798.68000000,18510.00000000,18860.02000000,9177.183434
2017-12-18,18860.04000000,19300.00000000,17029.98000000,18856.25000000,10624.633071
2017-12-19,18856.25000000,18950.00000000,16300.00000000,17295.20000000,13210.74822
2017-12-20,17295.20000000,17720.35000000,14777.66000000,16488.98000000,13450.496693000001
2017-12-21,16480.52000000,17309.50000000,14022.00000000,15492.64000000,20324.2173
2017-12-22,15514.03000000,15699.34000000,10961.00000000,13326.61000000,36076.271175
2017-12-23,13326.61000000,14950.00000000,12978.18000000,13300.00000000,13141.538875
2017-12-24,13300.00000000,13819.99000000,11640.00000000,13500.00000000,28557.534988
2017-12-25,13500.00000000,14300.00000000,12708.00000000,13699.34000000,15748.207607
2017-12-26,13699.34000000,16050.00000000,13533.00000000,15689.01000000,15034.668104
2017-12-27,15709.98000000,16498.05000000,14200.15000000,15459.99000000,14959.864723
2017-12-28,15459.97000000,15539.99000000,13150.00000000,14182.11000000,21717.858014
2017-12-29,14199.14000000,14981.00000000,13850.00000000,14378.90000000,18072.008116
2017-12-30,14378.99000000,14398.85000000,11750.00000000,12440.01000000,21157.065605
2017-12-31,12345.10000000,14050.11000000,12149.98000000,13716.36000000,11768.989718
2018-01-01,13715.65000000,13818.55000000,12750.00000000,13380.00000000,8609.915844
2018-01-02,13382.16000000,15473.49000000,12890.02000000,14675.11000000,20078.092111
2018-01-03,14690.00000000,15307.56000000,14150.00000000,14919.51000000,15905.667639
2018-01-04,14919.51000000,15280.00000000,13918.04000000,15059.54000000,21329.649574
2018-01-05,15059.56000000,17176.24000000,14600.00000000,16960.39000000,23251.491125
2018-01-06,16960.39000000,17143.13000000,16011.21000000,17069.79000000,18571.457508
2018-01-07,17069.79000000,17099.96000000,15610.00000000,16150.03000000,12493.125558
2018-01-08,16218.85000000,16322.30000000,12812.00000000,14902.54000000,26600.609912
2018-01-09,14902.54000000,15500.00000000,14011.05000000,14400.00000000,14315.004253
2018-01-10,14401.00000000,14955.66000000,13131.31000000,14907.09000000,17411.001655
2018-01-11,14940.00000000,14968.68000000,11400.00000000,13238.78000000,33554.723751
2018-01-12,13238.76000000,14109.78000000,12500.00000000,13740.01000000,16417.162137
2018-01-13,13749.95000000,14580.00000000,13706.15000000,14210.00000000,12221.508528
2018-01-14,14210.00000000,14339.50000000,12569.20000000,13474.99000000,17017.894329
2018-01-15,13477.98000000,14249.99000000,13147.79000000,13539.93000000,14652.094705
2018-01-16,13500.00000000,13542.93000000,10150.00000000,10900.00000000,63401.169175
2018-01-17,10899.99000000,9896.00000000,10111.00000000,10988.79000000,72331.796646
2018-01-18,10972.59000000,11878.82000000,10435.33000000,10961.97000000,48464.434937
2018-01-19,10960.00000000,11795.00000000,10360.00000000,11474.98000000,34129.375421
2018-01-20,11474.98000000,13099.00000000,11412.45000000,12799.94000000,28768.857827
2018-01-21,12799.80000000,12799.80000000,10965.00000000,11530.00000000,41379.773426
2018-01-22,11530.00000000,11926.35000000,10139.97000000,10760.05000000,43752.606791
2018-01-23,10760.05000000,11399.00000000,10016.87000000,10799.18000000,37473.922551999996
2018-01-24,10799.14000000,11570.48000000,10500.00000000,11349.99000000,27158.587762
2018-01-25,11349.96000000,11794.05000000,10950.21000000,11175.27000000,20839.954183
2018-01-26,11184.70000000,11643.00000000,10311.15000000,11089.00000000,33056.87196
2018-01-27,11089.00000000,11650.00000000,10842.69000000,11491.00000000,18860.768345
2018-01-28,11499.98000000,12244.00000000,11408.00000000,11879.95000000,16887.339524
2018-01-29,11879.95000000,11975.02000000,11139.55000000,11251.00000000,14170.377538
2018-01-30,11250.11000000,11308.42000000,10095.31000000,10237.51000000,25554.372946
2018-01-31,10230.00000000,10425.85000000,10005.00000000,10285.10000000,18015.956805
2018-02-01,10285.10000000,9964.91000000,10000.01000000,9224.52000000,33564.764311
2018-02-02,9224.52000000,9250.00000000,8010.02000000,8873.03000000,49971.626975
2018-02-03,8873.03000000,9473.01000000,8229.00000000,9199.96000000,28725.000735
2018-02-04,9199.96000000,9368.00000000,7930.00000000,8184.81000000,32014.308449
2018-02-05,8179.99000000,8382.80000000,6625.00000000,6939.99000000,63403.182579
2018-02-06,6939.63000000,7878.00000000,6000.01000000,7652.14000000,100201.500307
2018-02-07,7655.02000000,8476.00000000,7150.01000000,7599.00000000,60778.460497
2018-02-08,7599.00000000,7844.00000000,7572.09000000,7784.02000000,1521.537318
2018-02-09,7789.90000000,8738.00000000,7789.90000000,8683.92000000,20482.910825
2018-02-10,8683.93000000,9065.78000000,8120.00000000,8533.98000000,49381.512653
2018-02-11,8533.99000000,8549.00000000,7726.53000000,8063.88000000,45025.187952
2018-02-12,8063.82000000,8989.00000000,8053.00000000,8903.00000000,41987.85049
2018-02-13,8903.00000000,8950.00000000,8351.00000000,8539.90000000,35454.972956
2018-02-14,8535.17000000,9489.60000000,8533.00000000,9449.99000000,40811.952867
2018-02-15,9449.98000000,9925.17000000,10036.35000000,10000.09000000,52427.596715
2018-02-16,10000.89000000,9973.86000000,10000.01000000,10159.98000000,38161.205974000004
2018-02-17,10156.07000000,11075.07000000,10050.00000000,11039.55000000,41882.108407
2018-02-18,11039.55000000,11274.00000000,10080.00000000,10383.43000000,61137.380728
2018-02-19,10375.01000000,11250.00000000,10270.33000000,11153.00000000,40831.417131
2018-02-20,11147.11000000,11786.01000000,11100.59000000,11200.99000000,48153.354288
2018-02-21,11195.07000000,11304.03000000,10200.00000000,10437.60000000,68113.81875399999
2018-02-22,10439.02000000,9963.49000000,10076.00000000,9811.04000000,67060.16648300001
2018-02-23,9815.55000000,9989.00000000,10004.09000000,10131.04000000,57202.70237
2018-02-24,10131.04000000,9845.11000000,10081.41000000,9694.51000000,40888.156299
2018-02-25,9694.51000000,9847.00000000,9274.80000000,9590.00000000,28373.517585999998
2018-02-26,9590.00000000,9899.00000000,10100.50000000,10324.00000000,34878.292756
2018-02-27,10321.00000000,10870.00000000,10121.00000000,10569.04000000,30705.385123
2018-02-28,10584.33000000,11098.00000000,10300.00000000,10326.76000000,30800.983782
2018-03-01,10325.64000000,11060.41000000,10240.00000000,10920.00000000,25092.553930000002
2018-03-02,10923.36000000,11200.00000000,10770.00000000,11039.00000000,23910.71009
2018-03-03,11038.99000000,11544.00000000,11015.01000000,11464.48000000,21287.15328
2018-03-04,11464.47000000,11565.00000000,11050.02000000,11515.00000000,17295.918653
2018-03-05,11515.00000000,11710.00000000,11415.01000000,11454.00000000,15144.231063
2018-03-06,11455.00000000,11455.00000000,10555.48000000,10716.48000000,29515.572363
2018-03-07,10716.48000000,9987.98000000,10400.00000000,9910.00000000,50647.67108
2018-03-08,9910.00000000,9991.00000000,9060.00000000,9271.64000000,41109.473226
2018-03-09,9267.07000000,9410.00000000,8329.00000000,9227.00000000,64112.291407000004
2018-03-10,9230.00000000,9490.00000000,8667.07000000,8770.22000000,37180.012857
2018-03-11,8770.22000000,9740.00000000,8450.00000000,9533.57000000,44325.973386
2018-03-12,9533.57000000,9888.88000000,8780.00000000,9131.34000000,42230.77793
2018-03-13,9131.34000000,9474.00000000,8823.00000000,9150.00000000,40191.409358
2018-03-14,9151.92000000,9333.78000000,7900.28000000,8170.00000000,49708.094108
2018-03-15,8184.01000000,8430.00000000,7650.00000000,8240.98000000,52291.022277000004
2018-03-16,8240.98000000,8611.64000000,7900.00000000,8260.00000000,38815.409893000004
2018-03-17,8260.00000000,8348.62000000,7721.99000000,7824.80000000,33110.206329
2018-03-18,7824.01000000,8317.40000000,7322.00000000,8189.99000000,59488.231711
2018-03-19,8189.00000000,8705.23000000,8088.40000000,8600.00000000,55297.084942
2018-03-20,8595.01000000,9050.00000000,8280.00000000,8909.98000000,46782.858169
2018-03-21,8909.96000000,9177.01000000,8750.60000000,8885.00000000,39972.405371
2018-03-22,8884.82000000,9100.00000000,8465.10000000,8722.90000000,40617.556809
2018-03-23,8720.00000000,8909.00000000,8269.00000000,8898.03000000,39991.007666
2018-03-24,8898.04000000,8999.95000000,8491.00000000,8546.86000000,35466.609572
2018-03-25,8531.25000000,8669.85000000,8365.77000000,8470.15000000,29001.769315999998
2018-03-26,8470.14000000,8514.89000000,7831.00000000,8134.23000000,44033.59566
2018-03-27,8134.22000000,8215.94000000,7730.00000000,7795.51000000,37427.64805
2018-03-28,7795.51000000,8109.00000000,7728.00000000,7949.30000000,26401.33167
2018-03-29,7949.30000000,7975.00000000,6941.11000000,7090.14000000,54620.915125
2018-03-30,7090.16000000,7292.43000000,6600.10000000,6840.23000000,65306.031976
2018-03-31,6840.24000000,7223.36000000,6777.00000000,6923.91000000,36868.539087
2018-04-01,6922.00000000,7049.98000000,6430.00000000,6813.01000000,44071.430463
2018-04-02,6813.01000000,7125.00000000,6765.00000000,7056.00000000,32123.560072
2018-04-03,7063.97000000,7520.00000000,7011.01000000,7405.21000000,37787.331811000004
2018-04-04,7405.21000000,7427.52000000,6707.00000000,6796.10000000,42227.183804
2018-04-05,6796.10000000,6902.00000000,6566.69000000,6770.76000000,39029.73146
2018-04-06,6770.00000000,6850.00000000,6500.00000000,6601.39000000,27455.01192
2018-04-07,6601.39000000,7070.00000000,6586.28000000,6895.80000000,32269.578267
2018-04-08,6895.81000000,7109.13000000,6880.00000000,7018.00000000,21427.673165
2018-04-09,7011.04000000,7185.00000000,6611.00000000,6782.72000000,34078.297206
2018-04-10,6781.55000000,6890.00000000,6656.00000000,6843.90000000,22326.728095
2018-04-11,6839.56000000,6990.00000000,6787.00000000,6953.79000000,23997.871177
2018-04-12,6953.78000000,8012.23000000,6743.20000000,7923.00000000,64861.59598700001
2018-04-13,7922.99000000,8233.39000000,7732.00000000,7877.41000000,55044.523148
2018-04-14,7877.48000000,8186.00000000,7810.00000000,7999.01000000,31621.286357
2018-04-15,8004.00000000,8429.54000000,7999.02000000,8355.00000000,27946.720444
2018-04-16,8355.07000000,8419.00000000,7867.00000000,8064.92000000,36664.069715
2018-04-17,8064.92000000,8173.70000000,7825.40000000,7885.02000000,32152.603567000002
