atrDist,atrPeriod,periodHilo,periodMe1,periodMe2,periodSignal,stopLoss,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
3,63,28,12,26,9,0,30.471156961262825,0.7236149172556646,236483.22875103485,1.6452351348417429,1.766834308421005,99,0.40404040404040403
