atrDist,atrPeriod,periodHilo,periodMe1,periodMe2,periodSignal,stopLoss,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
3,63,29,12,26,9,0,31.188654730747825,0.6911403526980769,234039.1866262276,1.6150825977366803,1.7643640528368227,97,0.41237113402061853
