atrDist,atrPeriod,periodHilo,periodMe1,periodMe2,periodSignal,stopLoss,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
3,63,31,12,26,9,0,29.875738140959868,0.6843683929789917,234533.6094141335,1.6517871965660988,1.793458534794052,95,0.42105263157894735
