atrDist,atrPeriod,periodHilo,periodMe1,periodMe2,periodSignal,stopLoss,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
3,63,22,12,26,9,0,31.34140301259312,0.5444840005319934,200043.6271196835,1.4221281063726043,1.6022140803229432,112,0.38392857142857145
