atrDist,atrPeriod,periodHilo,periodMe1,periodMe2,periodSignal,stopLoss,dd_perc,sharpe,pnl_total,sqn,profit_factor,trades,win_ratio
3,63,35,12,26,9,0,34.42849926392296,0.7456855041420472,307538.56721390603,1.7513651100616523,2.0316894549777347,85,0.3764705882352941
