date,amount,price,sid,symbol,value
2023-07-01 04:28:02.000000,-1,30324.7,0,,30324.7
2023-07-01 04:28:28.000000,1,30314.2,0,,-30314.2
2023-07-01 04:29:03.000000,1,30327.5,0,,-30327.5
2023-07-01 04:29:06.000000,-1,30333.5,0,,30333.5
2023-07-01 04:30:02.000000,1,30338.0,0,,-30338.0
2023-07-01 04:30:03.000000,-1,30336.2,0,,30336.2
2023-07-01 04:31:02.000000,1,30314.0,0,,-30314.0
2023-07-01 04:31:25.000000,-1,30322.0,0,,30322.0
2023-07-01 04:33:02.000000,1,30343.0,0,,-30343.0
2023-07-01 04:34:09.000000,-1,30342.0,0,,30342.0
2023-07-01 04:35:02.000000,-1,30342.0,0,,30342.0
2023-07-01 04:35:05.000000,1,30343.3,0,,-30343.3
2023-07-01 04:36:02.000000,1,30356.6,0,,-30356.6
2023-07-01 04:36:41.000000,-1,30362.4,0,,30362.4
2023-07-01 04:38:02.000000,1,30371.9,0,,-30371.9
2023-07-01 04:40:57.000000,-1,30387.8,0,,30387.8
2023-07-01 04:41:02.000000,1,30387.8,0,,-30387.8
2023-07-01 04:41:13.000000,-1,30386.0,0,,30386.0
2023-07-01 04:42:02.000000,1,30366.0,0,,-30366.0
2023-07-01 04:42:09.000000,-1,30361.0,0,,30361.0
2023-07-01 04:43:02.000000,-1,30360.0,0,,30360.0
2023-07-01 04:44:05.000000,1,30361.9,0,,-30361.9
2023-07-01 04:45:02.000000,1,30365.9,0,,-30365.9
2023-07-01 04:45:03.000000,-1,30363.4,0,,30363.4
2023-07-01 04:46:02.000000,1,30376.4,0,,-30376.4
2023-07-01 04:46:53.000000,-1,30382.9,0,,30382.9
2023-07-01 04:47:02.000000,1,30382.9,0,,-30382.9
2023-07-01 04:47:07.000000,-1,30378.0,0,,30378.0
2023-07-01 04:48:02.000000,1,30377.9,0,,-30377.9
2023-07-01 04:55:28.000000,-1,30372.0,0,,30372.0
2023-07-01 04:56:02.000000,-1,30379.8,0,,30379.8
