Date,Price,Direction,Type,Pnl,Size,EntryPrice,ExitType,IRF,BB top,BB bot
2023-05-28 02:00:00,27113.85546875,In,Sell,0,-1.8867731090376842,,,92.25165894537136,27063.03197653687,26502.476031275633
2023-05-28 18:00:00,27404.622890625,In,Buy,0,1.9121146896446755,,,94.28808723392395,27460.108735900278,26928.315678162224
2023-05-28 18:00:00,27654.020859375,In,Buy,0,1.8867731090376842,,,94.28808723392395,27460.108735900278,26928.315678162224
2023-05-28 18:00:00,27113.85546875,Out,Sell,-548.6121525779654,0.0,27654.020859375,StopLoss,94.28808723392395,27460.108735900278,26928.315678162224
2023-05-28 19:00:00,27596.67578125,In,Sell,0,-1.9121146896446755,,,76.48506641493904,27489.022903281304,26966.341354531196
2023-05-28 19:00:00,27596.67578125,Out,Sell,-103.33022753333513,0.0,27596.67578125,StopLoss,76.48506641493904,27489.022903281304,26966.341354531196
2023-05-28 20:00:00,27534.74609375,In,Sell,0,-1.8458225090253295,,,79.06257111810726,27542.553443919714,26963.723704517783
2023-05-28 22:00:00,28087.409296875,In,Buy,0,1.8458225090253295,,,94.19379382094398,27843.966484732868,26833.822577767132
2023-05-28 22:00:00,27534.74609375,Out,Sell,-1020.1181802381648,0.0,28087.409296875,StopLoss,94.19379382094398,27843.966484732868,26833.822577767132
2023-05-28 23:00:00,28095.01171875,In,Sell,0,-1.7910134532359798,,,90.53785404952184,27975.997879013754,26789.453292861246
2023-05-29 17:00:00,27614.423828125,In,Buy,0,1.7910134532359798,,,37.29694545416314,28255.509479250635,27609.475481686866
2023-05-29 17:00:00,27614.423828125,Out,Buy,860.7393775716766,0.0,27614.423828125,SelfClose,37.29694545416314,28255.509479250635,27609.475481686866
2023-05-30 11:00:00,27908.890625,In,Sell,0,-1.8170656208177847,,,87.14133235187548,27958.944886402165,27563.706090160336
2023-05-31 05:00:00,27260.921875,In,Buy,0,1.8170656208177847,,,3.9692605041707054,28132.13705471997,27291.76665621753
2023-05-31 05:00:00,27260.921875,Out,Buy,1177.401738989274,0.0,27260.921875,SelfClose,3.9692605041707054,28132.13705471997,27291.76665621753
2023-05-31 06:00:00,27082.564453125,In,Buy,0,1.898292162772607,,,24.84733332981716,28143.138406371203,27204.957687378796
2023-06-02 06:00:00,27160.408203125,In,Sell,0,-1.898292162772607,,,68.96392909001541,27144.10455886712,26735.184113007883
2023-06-02 06:00:00,27082.564453125,Out,Buy,147.77018054583013,0.0,27160.408203125,SelfClose,68.96392909001541,27144.10455886712,26735.184113007883
2023-06-03 16:00:00,27313.166015625,In,Sell,0,-1.8825133849293767,,,68.76556845893458,27283.570462002375,27096.539889560125
2023-06-03 22:00:00,27011.509765625,In,Buy,0,1.8825133849293767,,,41.09176970485074,27283.453365803398,27033.1421420091
2023-06-03 22:00:00,27011.509765625,Out,Buy,567.8719282726023,0.0,27011.509765625,SelfClose,41.09176970485074,27283.453365803398,27033.1421420091
2023-06-04 14:00:00,27259.615234375,In,Sell,0,-1.8955744795810074,,,66.45329725632833,27283.190319288868,26964.775110398634
2023-06-05 01:00:00,27035.0,In,Buy,0,1.8955744795810074,,,25.121009147729566,27307.475781826502,27065.956249423496
2023-06-05 01:00:00,27035.0,Out,Buy,425.7749060063566,0.0,27035.0,SelfClose,25.121009147729566,27307.475781826502,27065.956249423496
2023-06-05 02:00:00,27057.515625,In,Buy,0,1.9184917062549023,,,14.011870799285347,27338.474583228344,27015.29416677166
2023-06-05 15:00:00,26515.30109375,In,Sell,0,-1.9184917062549023,,,11.75780310929288,27358.89328350999,26385.05906024001
2023-06-05 15:00:00,26515.30109375,Out,Sell,-1040.234081214014,0.0,26515.30109375,StopLoss,11.75780310929288,27358.89328350999,26385.05906024001
2023-06-05 16:00:00,26018.00390625,In,Buy,0,1.9670107768333769,,,7.682247688594217,27450.03851752688,26147.82574028562
2023-06-05 16:00:00,25602.1325,In,Sell,0,-1.9670107768333769,,,7.682247688594217,27450.03851752688,26147.82574028562
2023-06-05 16:00:00,25602.1325,Out,Sell,-818.0235378706019,0.0,25602.1325,StopLoss,7.682247688594217,27450.03851752688,26147.82574028562
2023-06-05 17:00:00,25802.435546875,In,Buy,0,1.9770370875827723,,,7.473098562456244,27491.269340916868,25962.599799708132
2023-06-06 15:00:00,26015.564453125,In,Sell,0,-1.9770370875827723,,,78.42461402491142,25983.2517675454,25517.0744043296
2023-06-06 15:00:00,25802.435546875,Out,Buy,421.3637520922017,0.0,26015.564453125,SelfClose,78.42461402491142,25983.2517675454,25517.0744043296
2023-06-06 16:00:00,26072.738281250004,In,Sell,0,-1.9635501529739114,,,87.51246894972248,26131.31045655298,25440.998723134522
2023-06-06 17:00:00,26591.0553515625,In,Buy,0,1.9635501529739114,,,92.24173543426743,26345.339736194157,25325.204404430846
2023-06-06 17:00:00,26072.738281250004,Out,Sell,-1017.7415627010913,0.0,26591.0553515625,StopLoss,92.24173543426743,26345.339736194157,25325.204404430846
2023-06-06 18:00:00,26672.267578125,In,Sell,0,-1.900925357347833,,,92.83028327692631,26518.073954494794,25251.398115817705
2023-06-06 23:00:00,27194.0307421875,In,Buy,0,1.900925357347833,,,85.47889768202614,27421.651036810144,25044.916346002356
2023-06-06 23:00:00,26672.267578125,Out,Sell,-991.8328290964447,0.0,27194.0307421875,StopLoss,85.47889768202614,27421.651036810144,25044.916346002356
2023-06-07 15:00:00,26450.890625,In,Buy,0,1.8998167668623114,,,21.676048625229114,27352.842020126685,26379.918722060815
2023-06-08 15:00:00,26649.40234375,In,Sell,0,-1.8998167668623114,,,77.7713867456287,26645.659928371162,26198.238899753836
2023-06-08 15:00:00,26450.890625,Out,Buy,377.13589169990547,0.0,26649.40234375,SelfClose,77.7713867456287,26645.659928371162,26198.238899753836
2023-06-08 16:00:00,26730.236328125,In,Sell,0,-1.8853950723746022,,,45.911679280798225,26653.720563574007,26203.858537988493
2023-06-10 05:00:00,25782.201171875,In,Buy,0,1.8853950723746022,,,1.6228571630120001,26952.452826376848,25867.30967362315
2023-06-10 05:00:00,25782.201171875,Out,Buy,1787.4208120316362,0.0,25782.201171875,SelfClose,1.6228571630120001,26952.452826376848,25867.30967362315
2023-06-10 06:00:00,25513.169921875,In,Buy,0,2.008842711537378,,,7.282024890873785,27002.30121860337,25708.95717983413
2023-06-11 18:00:00,25948.50390625,In,Sell,0,-2.008842711537378,,,86.3956904856207,25936.963945548374,25667.338593514123
2023-06-11 18:00:00,25513.169921875,Out,Buy,874.5175015962456,0.0,25948.50390625,SelfClose,86.3956904856207,25936.963945548374,25667.338593514123
2023-06-11 19:00:00,25983.66796875,In,Sell,0,-1.9905595252288264,,,90.97985297375274,25983.602913746272,25640.222281566228
2023-06-13 16:00:00,25757.19140625,In,Buy,0,1.9905595252288264,,,35.2472785261246,26260.139065910684,25781.370504401813
2023-06-13 16:00:00,25757.19140625,Out,Buy,450.8150787254566,0.0,25757.19140625,SelfClose,35.2472785261246,26260.139065910684,25781.370504401813
2023-06-14 21:00:00,24922.763671875,In,Buy,0,2.082393575580516,,,21.90378913359943,26424.412072078692,25298.038123233808
2023-06-15 19:00:00,25361.123046875,In,Sell,0,-2.082393575580516,,,90.09729378791346,25312.62299888363,24726.00786049137
2023-06-15 19:00:00,24922.763671875,Out,Buy,912.8367462954902,0.0,25361.123046875,SelfClose,90.09729378791346,25312.62299888363,24726.00786049137
2023-06-15 20:00:00,25427.599609375,In,Sell,0,-2.0605957639441757,,,91.57328891052686,25382.00800275965,24685.08613786535
2023-06-16 16:00:00,25931.033671875,In,Buy,0,2.0605957639441757,,,86.47585801769662,25780.30882839357,25352.889999731433
2023-06-16 16:00:00,25427.599609375,Out,Sell,-1037.3740966127082,0.0,25931.033671875,StopLoss,86.47585801769662,25780.30882839357,25352.889999731433
2023-06-16 17:00:00,25941.650390625,In,Sell,0,-1.9998408487769064,,,93.13411493553085,25978.093340239055,25226.487519135942
2023-06-16 18:00:00,26454.2637890625,In,Buy,0,1.9998408487769064,,,94.01299518247788,26137.27580882915,25140.79723804585
2023-06-16 18:00:00,25941.650390625,Out,Sell,-1025.1452138256666,0.0,26454.2637890625,StopLoss,94.01299518247788,26137.27580882915,25140.79723804585
2023-06-16 19:00:00,26351.337890625,In,Sell,0,-1.948774168364243,,,94.28906096909657,26269.706351782857,25088.07567946714
2023-06-18 22:00:00,26404.25390625,In,Buy,0,1.948774168364243,,,19.850341120500488,26655.746682864257,26408.46601244824
2023-06-18 22:00:00,26351.337890625,Out,Sell,-103.12136434275867,0.0,26404.25390625,StopLoss,19.850341120500488,26655.746682864257,26408.46601244824
2023-06-18 23:00:00,26368.517578125,In,Buy,0,1.942735064108564,,,13.425245175083916,26672.230234069666,26371.965273742837
2023-06-19 18:00:00,26655.615234375,In,Sell,0,-1.942735064108564,,,52.1105364256133,26583.00888790978,26302.60673709022
2023-06-19 18:00:00,26368.517578125,Out,Buy,557.7546836202622,0.0,26655.615234375,SelfClose,52.1105364256133,26583.00888790978,26302.60673709022
2023-06-19 21:00:00,26731.2578125,In,Sell,0,-1.9302044965941483,,,76.55234615889509,26717.68289731972,26270.01534486778
2023-06-20 16:00:00,27257.918203125002,In,Buy,0,1.9302044965941483,,,88.60209339856024,27161.74537269654,26579.689978865958
2023-06-20 16:00:00,26731.2578125,Out,Sell,-1016.5622541624095,0.0,27257.918203125002,StopLoss,88.60209339856024,27161.74537269654,26579.689978865958
2023-06-20 17:00:00,27387.92578125,In,Sell,0,-1.8649872478831309,,,93.54051951434951,27402.134779284992,26440.483384777508
2023-06-20 18:00:00,27933.118359375,In,Buy,0,1.8649872478831309,,,95.73798231602608,27685.728286719463,26292.526986718036
2023-06-20 18:00:00,27387.92578125,Out,Sell,-1016.7772058436512,0.0,27933.118359375,StopLoss,95.73798231602608,27685.728286719463,26292.526986718036
2023-06-20 19:00:00,28118.748046875,In,Sell,0,-1.7993608646160637,,,81.73271324720491,27859.3872697761,26234.122300536397
