Date,Price,Direction,Type,Pnl,Size,EntryPrice,ExitType,IRF,BB top,BB bot
2023-05-01 20:00:00,27858.19921875,In,Buy,0,1.7938415038726305,,,9.7467846511055,28911.2029619198,27910.0802412052
2023-05-02 15:00:00,28381.12109375,In,Sell,0,-1.7938415038726305,,,87.37602727095732,28379.253118129098,27725.813874058404
2023-05-02 15:00:00,27858.19921875,Out,Buy,938.0389626578957,0.0,28381.12109375,SelfClose,87.37602727095732,28379.253118129098,27725.813874058404
2023-05-02 16:00:00,28547.8203125,In,Sell,0,-1.7678879492356439,,,73.34497281486568,28419.232895960868,27764.400502476634
2023-05-03 13:00:00,28319.185546875,In,Buy,0,1.7678879492356439,,,29.243849517135217,28829.012144168122,28368.037074581876
2023-05-03 13:00:00,28319.185546875,Out,Buy,404.20064692475336,0.0,28319.185546875,SelfClose,29.243849517135217,28829.012144168122,28368.037074581876
2023-05-03 15:00:00,28213.26953125,In,Buy,0,1.7955676792207047,,,36.536118296500916,28840.093647439866,28265.267680685134
2023-05-03 22:00:00,28936.982421875,In,Sell,0,-1.7955676792207047,,,85.65929133227351,28978.94363095101,28132.13937686149
2023-05-03 22:00:00,28213.26953125,Out,Buy,1299.475475441639,0.0,28936.982421875,SelfClose,85.65929133227351,28978.94363095101,28132.13937686149
2023-05-03 23:00:00,29124.62890625,In,Sell,0,-1.7616601010795865,,,70.974575478182,29046.878469306186,28111.91625725631
2023-05-06 00:00:00,29714.741601562502,In,Buy,0,1.7616601010795865,,,71.23070201893856,29770.03933365388,28899.29601790862
2023-05-06 00:00:00,29124.62890625,Out,Sell,-1039.5779904725698,0.0,29714.741601562502,StopLoss,71.23070201893856,29770.03933365388,28899.29601790862
2023-05-06 13:00:00,29140.626953125,In,Buy,0,1.744103397871404,,,8.635694650099282,29737.565922846174,29092.371577153826
2023-05-06 15:00:00,28544.7796484375,In,Sell,0,-1.744103397871404,,,3.677436802073899,29888.865057593983,28773.64880959352
2023-05-06 15:00:00,28544.7796484375,Out,Sell,-1039.2193087179876,0.0,28544.7796484375,StopLoss,3.677436802073899,29888.865057593983,28773.64880959352
2023-05-06 16:00:00,28631.501953125,In,Buy,0,1.7560165487483514,,,27.42739180551716,29893.868143007265,28689.229122617737
2023-05-07 15:00:00,29079.697265625,In,Sell,0,-1.7560165487483514,,,55.75775814731526,29028.675124805864,28808.685812694137
2023-05-07 15:00:00,28631.501953125,Out,Buy,787.0383858214389,0.0,29079.697265625,SelfClose,55.75775814731526,29028.675124805864,28808.685812694137
2023-05-08 00:00:00,28450.45703125,In,Buy,0,1.778887411902247,,,28.733403307818932,29149.055549851026,28625.252653273976
2023-05-08 07:00:00,27917.156640625,In,Sell,0,-1.778887411902247,,,21.180373502406297,29334.203976017467,27948.964578670035
2023-05-08 07:00:00,27917.156640625,Out,Sell,-948.6813516453662,0.0,27917.156640625,StopLoss,21.180373502406297,29334.203976017467,27948.964578670035
2023-05-08 09:00:00,27752.86328125,In,Buy,0,1.8090923327483273,,,37.44231921898653,29336.36225626055,27726.094384364453
2023-05-10 13:00:00,28187.21875,In,Sell,0,-1.8090923327483273,,,93.19173860711565,28032.810067794195,27365.427041580802
2023-05-10 13:00:00,27752.86328125,Out,Buy,785.7891482029306,0.0,28187.21875,SelfClose,93.19173860711565,28032.810067794195,27365.427041580802
2023-05-10 14:00:00,28177.693359375,In,Sell,0,-1.795719050548452,,,73.16105256714309,28090.76632106684,27357.876061745657
2023-05-11 14:00:00,27210.332031250004,In,Buy,0,1.795719050548452,,,9.531007093496186,27833.74401765271,27168.01672453479
2023-05-11 14:00:00,27210.332031250004,Out,Buy,1737.1091656779145,0.0,27210.332031250004,SelfClose,9.531007093496186,27833.74401765271,27168.01672453479
2023-05-11 15:00:00,27123.509765625,In,Buy,0,1.898944528265809,,,33.505221445429854,27819.655512924557,27131.064213637943
2023-05-12 05:00:00,26558.356015625,In,Sell,0,-1.898944528265809,,,14.288103109804567,27552.393916394438,26416.565263293065
2023-05-12 05:00:00,26558.356015625,Out,Sell,-1073.1956211914055,0.0,26558.356015625,StopLoss,14.288103109804567,27552.393916394438,26416.565263293065
2023-05-12 06:00:00,26288.205078125004,In,Buy,0,1.9344536107770778,,,13.404428085135734,27520.773404545296,26329.647689204707
2023-05-12 22:00:00,26771.044921875,In,Sell,0,-1.9344536107770778,,,74.94226817808227,26706.49688248632,26139.662101888676
2023-05-12 22:00:00,26288.205078125004,Out,Buy,934.0312791692205,0.0,26771.044921875,SelfClose,74.94226817808227,26706.49688248632,26139.662101888676
2023-05-13 00:00:00,26807.76953125,In,Sell,0,-1.9171983239495183,,,81.94284596540258,26794.721660026426,26090.151582161077
2023-05-15 05:00:00,27342.1658203125,In,Buy,0,1.9171983239495183,,,83.02309580573193,27321.82514826864,26683.119382981364
2023-05-15 05:00:00,26807.76953125,Out,Sell,-1024.5436697154687,0.0,27342.1658203125,StopLoss,83.02309580573193,27321.82514826864,26683.119382981364
2023-05-15 06:00:00,27344.3046875,In,Sell,0,-1.8610908745392527,,,89.55771850311305,27407.10778385069,26662.508231774307
2023-05-16 00:00:00,27171.513671875,In,Buy,0,1.8610908745392527,,,21.975618305326407,27552.27819640867,27227.12121765383
2023-05-16 00:00:00,27171.513671875,Out,Buy,321.5797823820569,0.0,27171.513671875,SelfClose,21.975618305326407,27552.27819640867,27227.12121765383
2023-05-16 01:00:00,27215.642578125,In,Buy,0,1.875790667988325,,,10.430199277027853,27601.007102389147,27147.000319485855
2023-05-17 11:00:00,26666.196210937498,In,Sell,0,-1.875790667988325,,,11.01347261370745,27233.1372361748,26742.8201857002
2023-05-17 11:00:00,26666.196210937498,Out,Sell,-1030.6463681304026,0.0,26666.196210937498,StopLoss,11.01347261370745,27233.1372361748,26742.8201857002
2023-05-17 12:00:00,26636.767578125,In,Buy,0,1.897059573812803,,,21.628913226099613,27244.293499399348,26690.30493810065
2023-05-17 20:00:00,27359.439453125,In,Sell,0,-1.897059573812803,,,86.35651426146376,27367.995362018835,26545.090184856166
2023-05-17 20:00:00,26636.767578125,Out,Buy,1370.9515991939993,0.0,27359.439453125,SelfClose,86.35651426146376,27367.995362018835,26545.090184856166
2023-05-18 16:00:00,27073.884765625004,In,Buy,0,1.890952112668582,,,12.759729035799182,27501.326195288275,27113.696460961728
2023-05-18 17:00:00,26540.5724609375,In,Sell,0,-1.890952112668582,,,2.8457767001564633,27673.973260320236,26851.257403742267
2023-05-18 17:00:00,26540.5724609375,Out,Sell,-1008.4680292609869,0.0,26540.5724609375,StopLoss,2.8457767001564633,27673.973260320236,26851.257403742267
2023-05-18 18:00:00,26488.13671875,In,Buy,0,1.9156700658069072,,,22.85409644412941,27723.063997126206,26731.392252873797
2023-05-20 15:00:00,26924.638671875,In,Sell,0,-1.9156700658069072,,,82.67832246477813,26936.035045295583,26831.152259391914
2023-05-20 15:00:00,26488.13671875,Out,Buy,836.1937252678123,0.0,26924.638671875,SelfClose,82.67832246477813,26936.035045295583,26831.152259391914
2023-05-20 16:00:00,26956.013671874996,In,Sell,0,-1.8971595762451248,,,59.88375047344155,26939.591251685495,26836.411678002005
2023-05-21 12:00:00,26837.70703125,In,Buy,0,1.8971595762451248,,,42.22237994452118,27267.691395477992,26891.77657327201
2023-05-21 12:00:00,26837.70703125,Out,Buy,224.44657619510235,0.0,26837.70703125,SelfClose,42.22237994452118,27267.691395477992,26891.77657327201
2023-05-22 01:00:00,26657.8828125,In,Buy,0,1.9220047725335963,,,4.434617489609664,27152.360438076208,26623.338390048793
2023-05-22 14:00:00,27013.242187500004,In,Sell,0,-1.9220047725335963,,,59.66442287426729,26997.47162789301,26581.27485648199
2023-05-22 14:00:00,26657.8828125,Out,Buy,683.0024147145559,0.0,27013.242187500004,SelfClose,59.66442287426729,26997.47162789301,26581.27485648199
2023-05-23 02:00:00,27001.369140625,In,Sell,0,-1.9099180682586134,,,85.86865476369623,27051.951715126703,26721.382269248297
2023-05-24 04:00:00,26793.591796875,In,Buy,0,1.9099180682586134,,,11.636413321016732,27483.887429096114,26897.463742778888
2023-05-24 04:00:00,26793.591796875,Out,Buy,396.83770300290587,0.0,26793.591796875,SelfClose,11.636413321016732,27483.887429096114,26897.463742778888
2023-05-24 05:00:00,26808.962890625,In,Buy,0,1.932065056539327,,,10.800383250701103,27505.806731798606,26824.96651038889
2023-05-24 14:00:00,26262.903242187498,In,Sell,0,-1.932065056539327,,,3.443151060297751,27439.37155879431,26321.98547245569
2023-05-24 14:00:00,26262.903242187498,Out,Sell,-1055.0227655322471,0.0,26262.903242187498,StopLoss,3.443151060297751,27439.37155879431,26321.98547245569
2023-05-24 15:00:00,26247.408203125,In,Buy,0,1.9512794927351835,,,13.462304797590534,27428.407031158113,26243.554296966886
2023-05-25 20:00:00,26469.470703125,In,Sell,0,-1.9512794927351835,,,79.25120612542699,26492.84690260164,26061.730831773362
2023-05-25 20:00:00,26247.408203125,Out,Buy,433.3060023555067,0.0,26469.470703125,SelfClose,79.25120612542699,26492.84690260164,26061.730831773362
2023-05-26 14:00:00,26543.943359375,In,Sell,0,-1.9370588863061728,,,90.48373410602866,26643.279035134616,26305.516472677886
2023-05-27 14:00:00,26639.97265625,In,Buy,0,1.9370588863061728,,,42.64848670662086,26796.952335227863,26644.605281959637
2023-05-27 14:00:00,26543.943359375,Out,Sell,-186.01440285745235,0.0,26639.97265625,StopLoss,42.64848670662086,26796.952335227863,26644.605281959637
2023-05-28 00:00:00,27100.69875,In,Buy,0,1.9370588863061728,,,95.57146871239149,26925.530043354192,26568.927769145805
2023-05-28 00:00:00,26871.158203125,In,Sell,0,-1.9121146896446755,,,95.57146871239149,26925.530043354192,26568.927769145805
2023-05-28 01:00:00,27094.718750000004,In,Sell,0,-0.024944196661497386,,,96.37461500502751,27004.287493130065,26526.611530307437
2023-05-28 01:00:00,27094.718750000004,Out,Sell,-439.0570178447946,0.0,27094.718750000004,StopLoss,96.37461500502751,27004.287493130065,26526.611530307437
